InvoiceID,Branch,City,Category,Unit_Price,Quantity,Date,Time,Payment_Method,Rating,Profit_Margin,Total_Revenue,Profit,profit_per_unit,Year,Month,DayOfWeek,Day
6400,WALM073,Seguin,Fashion accessories,79.0,3.0,2022-12-02,16:46:00,Credit card,7.0,0.33,237.0,78.21000000000001,26.070000000000004,2022,12,4,2
6401,WALM025,Waco,Home and lifestyle,50.0,3.0,2023-11-08,19:47:00,Credit card,3.0,0.48,150.0,72.0,24.0,2023,11,2,8
6402,WALM050,Victoria,Fashion accessories,58.0,3.0,2020-11-15,16:35:00,Ewallet,6.0,0.48,174.0,83.52,27.84,2020,11,6,15
6403,WALM069,Rockwall,Home and lifestyle,45.0,2.0,2022-12-19,17:21:00,Credit card,5.0,0.33,90.0,29.700000000000003,14.850000000000001,2022,12,0,19
6404,WALM099,Weatherford,Fashion accessories,44.0,2.0,2020-11-01,15:46:00,Credit card,4.0,0.18,88.0,15.84,7.92,2020,11,6,1
6405,WALM065,Texas City,Home and lifestyle,61.0,2.0,2022-11-19,19:15:00,Credit card,3.0,0.33,122.0,40.260000000000005,20.130000000000003,2022,11,5,19
6406,WALM009,Plano,Fashion accessories,77.0,1.0,2021-12-30,17:25:00,Credit card,4.0,0.48,77.0,36.96,36.96,2021,12,3,30
6407,WALM087,Waxahachie,Home and lifestyle,71.0,1.0,2023-11-25,20:54:00,Credit card,3.0,0.33,71.0,23.43,23.43,2023,11,5,25
6408,WALM058,Port Arthur,Fashion accessories,31.0,1.0,2023-11-20,15:23:00,Credit card,3.0,0.33,31.0,10.23,10.23,2023,11,0,20
6409,WALM082,Weslaco,Home and lifestyle,45.0,3.0,2022-11-02,16:15:00,Cash,5.0,0.33,135.0,44.550000000000004,14.850000000000001,2022,11,2,2
6410,WALM087,Waxahachie,Fashion accessories,82.0,3.0,2021-12-19,17:42:00,Credit card,6.0,0.33,246.0,81.18,27.060000000000002,2021,12,6,19
6411,WALM055,Waxahachie,Home and lifestyle,28.0,1.0,2022-12-22,15:36:00,Credit card,5.0,0.33,28.0,9.24,9.24,2022,12,3,22
6412,WALM046,Temple,Fashion accessories,19.0,2.0,2022-12-13,15:05:00,Credit card,7.0,0.48,38.0,18.24,9.12,2022,12,1,13
6413,WALM055,Waxahachie,Home and lifestyle,43.0,2.0,2022-12-05,15:05:00,Credit card,4.0,0.33,86.0,28.380000000000003,14.190000000000001,2022,12,0,5
6414,WALM082,Weslaco,Fashion accessories,25.0,3.0,2020-12-03,15:24:00,Cash,6.0,0.33,75.0,24.75,8.25,2020,12,3,3
6415,WALM058,Port Arthur,Home and lifestyle,61.0,2.0,2023-12-13,17:17:00,Credit card,3.0,0.33,122.0,40.260000000000005,20.130000000000003,2023,12,2,13
6416,WALM009,Plano,Fashion accessories,39.0,3.0,2022-11-11,20:16:00,Credit card,4.0,0.48,117.0,56.16,18.72,2022,11,4,11
6417,WALM046,Temple,Home and lifestyle,41.0,1.0,2023-11-30,16:43:00,Credit card,7.0,0.48,41.0,19.68,19.68,2023,11,3,30
6418,WALM069,Rockwall,Fashion accessories,20.0,3.0,2022-11-16,20:17:00,Credit card,5.0,0.33,60.0,19.8,6.6000000000000005,2022,11,2,16
6419,WALM050,Victoria,Home and lifestyle,84.0,3.0,2023-12-28,17:52:00,Ewallet,5.0,0.48,252.0,120.96,40.32,2023,12,3,28
6420,WALM099,Weatherford,Fashion accessories,17.0,1.0,2021-12-27,20:41:00,Credit card,6.0,0.18,17.0,3.06,3.06,2021,12,0,27
6421,WALM030,Richardson,Home and lifestyle,56.0,3.0,2021-12-21,16:59:00,Credit card,4.0,0.48,168.0,80.64,26.88,2021,12,1,21
6422,WALM029,Round Rock,Fashion accessories,73.0,2.0,2023-12-07,18:10:00,Credit card,7.0,0.48,146.0,70.08,35.04,2023,12,3,7
6423,WALM030,Richardson,Home and lifestyle,30.0,1.0,2021-11-06,20:47:00,Credit card,4.0,0.48,30.0,14.399999999999999,14.399999999999999,2021,11,5,6
6424,WALM054,Sherman,Fashion accessories,76.0,1.0,2023-12-10,20:14:00,Credit card,6.0,0.21,76.0,15.959999999999999,15.959999999999999,2023,12,6,10
6425,WALM065,Texas City,Home and lifestyle,48.0,2.0,2023-12-06,16:17:00,Credit card,5.0,0.33,96.0,31.68,15.84,2023,12,2,6
6426,WALM082,Weslaco,Fashion accessories,53.0,2.0,2022-11-05,17:48:00,Cash,3.0,0.33,106.0,34.980000000000004,17.490000000000002,2022,11,5,5
6427,WALM099,Weatherford,Home and lifestyle,37.0,1.0,2021-12-02,19:14:00,Credit card,4.0,0.18,37.0,6.66,6.66,2021,12,3,2
6428,WALM029,Round Rock,Fashion accessories,70.0,3.0,2021-12-21,17:12:00,Credit card,4.0,0.48,210.0,100.8,33.6,2021,12,1,21
6429,WALM056,Rowlett,Home and lifestyle,26.0,1.0,2022-12-31,18:31:00,Credit card,6.0,0.33,26.0,8.58,8.58,2022,12,5,31
6430,WALM082,Weslaco,Fashion accessories,31.0,2.0,2022-11-13,19:57:00,Cash,6.0,0.33,62.0,20.46,10.23,2022,11,6,13
6431,WALM029,Round Rock,Home and lifestyle,23.0,3.0,2023-11-26,15:07:00,Credit card,6.0,0.48,69.0,33.12,11.04,2023,11,6,26
6432,WALM073,Seguin,Fashion accessories,50.0,1.0,2023-12-08,16:04:00,Credit card,4.0,0.33,50.0,16.5,16.5,2023,12,4,8
6433,WALM075,San Marcos,Home and lifestyle,29.0,3.0,2023-12-01,15:18:00,Credit card,6.0,0.33,87.0,28.71,9.57,2023,12,4,1
6434,WALM032,Tyler,Fashion accessories,51.0,3.0,2022-11-13,18:42:00,Credit card,5.0,0.48,153.0,73.44,24.48,2022,11,6,13
6435,WALM025,Waco,Home and lifestyle,44.0,2.0,2022-11-19,15:34:00,Credit card,7.0,0.48,88.0,42.239999999999995,21.119999999999997,2022,11,5,19
6436,WALM056,Rowlett,Fashion accessories,46.0,1.0,2021-12-27,19:06:00,Credit card,6.0,0.33,46.0,15.180000000000001,15.180000000000001,2021,12,0,27
6437,WALM038,Sugar Land,Home and lifestyle,78.0,3.0,2023-12-15,18:16:00,Credit card,7.0,0.48,234.0,112.32,37.44,2023,12,4,15
6438,WALM030,Richardson,Fashion accessories,19.0,3.0,2022-12-20,17:25:00,Credit card,5.0,0.48,57.0,27.36,9.12,2022,12,1,20
6439,WALM087,Waxahachie,Home and lifestyle,15.0,1.0,2023-11-17,17:28:00,Credit card,5.0,0.33,15.0,4.95,4.95,2023,11,4,17
6440,WALM025,Waco,Fashion accessories,24.0,1.0,2022-11-11,17:31:00,Credit card,4.0,0.48,24.0,11.52,11.52,2022,11,4,11
6441,WALM009,Plano,Home and lifestyle,75.0,1.0,2022-12-05,17:17:00,Credit card,7.0,0.48,75.0,36.0,36.0,2022,12,0,5
6442,WALM003,San Antonio,Fashion accessories,40.0,1.0,2022-12-23,17:38:00,Credit card,5.0,0.48,40.0,19.2,19.2,2022,12,4,23
6443,WALM073,Seguin,Home and lifestyle,43.0,2.0,2022-12-01,18:34:00,Credit card,6.0,0.33,86.0,28.380000000000003,14.190000000000001,2022,12,3,1
6444,WALM055,Waxahachie,Fashion accessories,50.0,1.0,2022-11-29,18:33:00,Credit card,6.0,0.33,50.0,16.5,16.5,2022,11,1,29
6445,WALM030,Richardson,Home and lifestyle,69.0,3.0,2022-11-02,16:15:00,Credit card,6.0,0.48,207.0,99.36,33.12,2022,11,2,2
6446,WALM056,Rowlett,Fashion accessories,38.0,3.0,2023-11-01,17:03:00,Credit card,5.0,0.33,114.0,37.620000000000005,12.540000000000001,2023,11,2,1
6447,WALM058,Port Arthur,Home and lifestyle,45.0,3.0,2022-11-15,15:25:00,Credit card,5.0,0.33,135.0,44.550000000000004,14.850000000000001,2022,11,1,15
6448,WALM074,Weslaco,Fashion accessories,37.0,1.0,2022-12-21,16:36:00,Cash,5.0,0.33,37.0,12.21,12.21,2022,12,2,21
6449,WALM050,Victoria,Home and lifestyle,25.0,2.0,2021-12-11,19:12:00,Ewallet,6.0,0.48,50.0,24.0,12.0,2021,12,5,11
6450,WALM030,Richardson,Fashion accessories,51.0,3.0,2023-11-11,15:53:00,Credit card,7.0,0.48,153.0,73.44,24.48,2023,11,5,11
6451,WALM084,Schertz,Home and lifestyle,21.0,1.0,2022-11-11,19:33:00,Credit card,4.0,0.33,21.0,6.930000000000001,6.930000000000001,2022,11,4,11
6452,WALM025,Waco,Fashion accessories,15.0,2.0,2021-11-13,16:36:00,Credit card,4.0,0.48,30.0,14.399999999999999,7.199999999999999,2021,11,5,13
6453,WALM089,Southlake,Home and lifestyle,38.0,3.0,2020-12-13,19:45:00,Credit card,7.0,0.33,114.0,37.620000000000005,12.540000000000001,2020,12,6,13
6454,WALM099,Weatherford,Fashion accessories,72.0,2.0,2020-11-26,15:16:00,Credit card,3.0,0.18,144.0,25.919999999999998,12.959999999999999,2020,11,3,26
6455,WALM038,Sugar Land,Home and lifestyle,78.0,1.0,2023-11-19,16:21:00,Credit card,4.0,0.48,78.0,37.44,37.44,2023,11,6,19
6456,WALM075,San Marcos,Fashion accessories,39.0,2.0,2022-11-01,16:29:00,Credit card,4.0,0.33,78.0,25.740000000000002,12.870000000000001,2022,11,1,1
6457,WALM046,Temple,Home and lifestyle,41.0,1.0,2021-12-01,20:49:00,Credit card,7.0,0.48,41.0,19.68,19.68,2021,12,2,1
6458,WALM009,Plano,Fashion accessories,85.0,1.0,2021-11-10,16:23:00,Credit card,6.0,0.48,85.0,40.8,40.8,2021,11,2,10
6459,WALM055,Waxahachie,Home and lifestyle,44.0,2.0,2020-12-07,20:39:00,Credit card,6.0,0.33,88.0,29.040000000000003,14.520000000000001,2020,12,0,7
6460,WALM029,Round Rock,Fashion accessories,73.0,3.0,2022-12-04,16:14:00,Credit card,7.0,0.48,219.0,105.11999999999999,35.04,2022,12,6,4
6461,WALM054,Sherman,Home and lifestyle,83.0,1.0,2022-12-22,18:45:00,Credit card,4.0,0.21,83.0,17.43,17.43,2022,12,3,22
6462,WALM054,Sherman,Fashion accessories,37.0,3.0,2023-12-20,19:32:00,Credit card,4.0,0.21,111.0,23.31,7.77,2023,12,2,20
6463,WALM003,San Antonio,Home and lifestyle,50.0,3.0,2022-11-11,16:50:00,Credit card,3.0,0.36,150.0,54.0,18.0,2022,11,4,11
6464,WALM032,Tyler,Fashion accessories,70.0,3.0,2023-12-01,20:22:00,Credit card,5.0,0.48,210.0,100.8,33.6,2023,12,4,1
6465,WALM074,Weslaco,Home and lifestyle,83.0,3.0,2022-12-22,18:04:00,Cash,4.0,0.33,249.0,82.17,27.39,2022,12,3,22
6466,WALM035,San Angelo,Fashion accessories,21.0,2.0,2023-12-14,20:10:00,Credit card,7.0,0.48,42.0,20.16,10.08,2023,12,3,14
6467,WALM030,Richardson,Home and lifestyle,78.0,3.0,2021-11-23,16:22:00,Credit card,6.0,0.48,234.0,112.32,37.44,2021,11,1,23
6468,WALM009,Plano,Fashion accessories,41.0,1.0,2020-12-23,17:18:00,Credit card,7.0,0.48,41.0,19.68,19.68,2020,12,2,23
6469,WALM055,Waxahachie,Home and lifestyle,37.0,3.0,2022-11-25,15:42:00,Credit card,4.0,0.33,111.0,36.63,12.21,2022,11,4,25
6470,WALM086,Rosenberg,Fashion accessories,76.0,3.0,2023-12-04,18:02:00,Credit card,6.0,0.33,228.0,75.24000000000001,25.080000000000002,2023,12,0,4
6471,WALM069,Rockwall,Home and lifestyle,63.0,1.0,2023-12-11,20:28:00,Credit card,7.0,0.33,63.0,20.790000000000003,20.790000000000003,2023,12,0,11
6472,WALM069,Rockwall,Fashion accessories,46.0,2.0,2022-12-26,19:15:00,Credit card,6.0,0.33,92.0,30.360000000000003,15.180000000000001,2022,12,0,26
6473,WALM089,Southlake,Home and lifestyle,71.0,3.0,2023-11-17,16:36:00,Credit card,7.0,0.33,213.0,70.29,23.430000000000003,2023,11,4,17
6474,WALM038,Sugar Land,Fashion accessories,80.0,1.0,2020-12-12,15:11:00,Credit card,3.0,0.48,80.0,38.4,38.4,2020,12,5,12
6475,WALM074,Weslaco,Home and lifestyle,63.0,3.0,2021-12-29,18:07:00,Cash,3.0,0.33,189.0,62.370000000000005,20.790000000000003,2021,12,2,29
6476,WALM086,Rosenberg,Fashion accessories,37.0,1.0,2022-12-17,19:07:00,Credit card,6.0,0.33,37.0,12.21,12.21,2022,12,5,17
6477,WALM050,Victoria,Home and lifestyle,24.0,3.0,2021-12-26,16:48:00,Ewallet,6.0,0.48,72.0,34.56,11.520000000000001,2021,12,6,26
6478,WALM069,Rockwall,Fashion accessories,79.0,1.0,2020-11-20,19:47:00,Credit card,5.0,0.33,79.0,26.07,26.07,2020,11,4,20
6479,WALM099,Weatherford,Home and lifestyle,41.0,3.0,2022-12-28,20:12:00,Credit card,6.0,0.18,123.0,22.14,7.38,2022,12,2,28
6480,WALM029,Round Rock,Fashion accessories,84.0,2.0,2020-12-03,16:00:00,Credit card,7.0,0.48,168.0,80.64,40.32,2020,12,3,3
6481,WALM058,Port Arthur,Home and lifestyle,59.0,1.0,2021-11-07,20:59:00,Credit card,5.0,0.33,59.0,19.470000000000002,19.470000000000002,2021,11,6,7
6482,WALM009,Plano,Fashion accessories,51.0,2.0,2020-12-02,20:09:00,Credit card,7.0,0.48,102.0,48.96,24.48,2020,12,2,2
6483,WALM073,Seguin,Home and lifestyle,80.0,2.0,2020-12-10,19:39:00,Credit card,7.0,0.33,160.0,52.800000000000004,26.400000000000002,2020,12,3,10
6484,WALM074,Weslaco,Fashion accessories,72.0,2.0,2022-11-25,20:38:00,Cash,6.0,0.33,144.0,47.52,23.76,2022,11,4,25
6485,WALM065,Texas City,Home and lifestyle,64.0,3.0,2022-11-08,19:49:00,Credit card,5.0,0.33,192.0,63.36,21.12,2022,11,1,8
6486,WALM086,Rosenberg,Fashion accessories,43.0,1.0,2022-11-09,15:53:00,Credit card,3.0,0.33,43.0,14.190000000000001,14.190000000000001,2022,11,2,9
6487,WALM084,Schertz,Home and lifestyle,70.0,2.0,2020-11-02,20:20:00,Credit card,4.0,0.33,140.0,46.2,23.1,2020,11,0,2
6488,WALM056,Rowlett,Fashion accessories,53.0,3.0,2023-11-08,17:40:00,Credit card,3.0,0.33,159.0,52.470000000000006,17.490000000000002,2023,11,2,8
6489,WALM084,Schertz,Home and lifestyle,52.0,3.0,2023-11-27,19:08:00,Credit card,7.0,0.33,156.0,51.480000000000004,17.16,2023,11,0,27
6490,WALM056,Rowlett,Fashion accessories,50.0,3.0,2021-12-05,20:07:00,Credit card,3.0,0.33,150.0,49.5,16.5,2021,12,6,5
6491,WALM030,Richardson,Home and lifestyle,49.0,3.0,2020-11-10,20:57:00,Credit card,7.0,0.48,147.0,70.56,23.52,2020,11,1,10
6492,WALM038,Sugar Land,Fashion accessories,63.0,1.0,2020-11-27,15:48:00,Credit card,4.0,0.48,63.0,30.24,30.24,2020,11,4,27
6493,WALM003,San Antonio,Home and lifestyle,74.0,2.0,2023-11-25,16:36:00,Credit card,5.0,0.36,148.0,53.28,26.64,2023,11,5,25
6494,WALM086,Rosenberg,Fashion accessories,25.0,1.0,2023-12-31,15:27:00,Credit card,4.0,0.33,25.0,8.25,8.25,2023,12,6,31
6495,WALM029,Round Rock,Home and lifestyle,55.0,2.0,2022-11-21,18:58:00,Credit card,6.0,0.48,110.0,52.8,26.4,2022,11,0,21
6496,WALM032,Tyler,Fashion accessories,66.0,3.0,2020-11-27,18:01:00,Credit card,7.0,0.48,198.0,95.03999999999999,31.679999999999996,2020,11,4,27
6497,WALM065,Texas City,Home and lifestyle,79.0,3.0,2021-12-19,17:28:00,Credit card,5.0,0.33,237.0,78.21000000000001,26.070000000000004,2021,12,6,19
6498,WALM058,Port Arthur,Fashion accessories,34.0,3.0,2021-11-15,17:59:00,Credit card,7.0,0.33,102.0,33.660000000000004,11.22,2021,11,0,15
6499,WALM069,Rockwall,Home and lifestyle,61.0,2.0,2023-12-20,20:17:00,Credit card,6.0,0.33,122.0,40.260000000000005,20.130000000000003,2023,12,2,20
6500,WALM074,Weslaco,Fashion accessories,25.0,3.0,2022-12-12,19:37:00,Cash,6.0,0.33,75.0,24.75,8.25,2022,12,0,12
6501,WALM030,Richardson,Home and lifestyle,22.0,3.0,2023-12-29,19:00:00,Credit card,5.0,0.48,66.0,31.68,10.56,2023,12,4,29
6502,WALM055,Waxahachie,Fashion accessories,71.0,3.0,2023-11-21,15:38:00,Credit card,4.0,0.33,213.0,70.29,23.430000000000003,2023,11,1,21
6503,WALM075,San Marcos,Home and lifestyle,85.0,3.0,2020-11-18,15:35:00,Credit card,7.0,0.33,255.0,84.15,28.05,2020,11,2,18
6504,WALM099,Weatherford,Fashion accessories,43.0,2.0,2023-12-16,16:24:00,Credit card,3.0,0.18,86.0,15.479999999999999,7.739999999999999,2023,12,5,16
6505,WALM074,Weslaco,Home and lifestyle,21.0,3.0,2023-12-29,16:28:00,Cash,3.0,0.33,63.0,20.790000000000003,6.930000000000001,2023,12,4,29
6506,WALM025,Waco,Fashion accessories,39.0,3.0,2020-12-05,17:27:00,Credit card,6.0,0.48,117.0,56.16,18.72,2020,12,5,5
6507,WALM073,Seguin,Home and lifestyle,39.0,1.0,2021-11-27,20:17:00,Credit card,7.0,0.33,39.0,12.870000000000001,12.870000000000001,2021,11,5,27
6508,WALM082,Weslaco,Fashion accessories,34.0,1.0,2023-11-11,17:04:00,Cash,4.0,0.33,34.0,11.22,11.22,2023,11,5,11
6509,WALM075,San Marcos,Home and lifestyle,69.0,1.0,2022-12-31,15:43:00,Credit card,6.0,0.33,69.0,22.77,22.77,2022,12,5,31
6510,WALM050,Victoria,Fashion accessories,77.0,1.0,2023-12-30,18:48:00,Ewallet,3.0,0.48,77.0,36.96,36.96,2023,12,5,30
6511,WALM099,Weatherford,Home and lifestyle,16.0,2.0,2020-12-20,18:17:00,Credit card,4.0,0.18,32.0,5.76,2.88,2020,12,6,20
6512,WALM073,Seguin,Fashion accessories,81.0,3.0,2020-12-07,15:24:00,Credit card,4.0,0.33,243.0,80.19,26.73,2020,12,0,7
6513,WALM058,Port Arthur,Home and lifestyle,65.0,2.0,2021-11-18,18:51:00,Credit card,6.0,0.33,130.0,42.9,21.45,2021,11,3,18
6514,WALM084,Schertz,Fashion accessories,85.0,3.0,2022-11-03,19:49:00,Credit card,5.0,0.33,255.0,84.15,28.05,2022,11,3,3
6515,WALM035,San Angelo,Home and lifestyle,55.0,3.0,2022-12-02,15:23:00,Credit card,6.0,0.48,165.0,79.2,26.400000000000002,2022,12,4,2
6516,WALM054,Sherman,Fashion accessories,60.0,2.0,2020-11-26,19:20:00,Credit card,3.0,0.21,120.0,25.2,12.6,2020,11,3,26
6517,WALM082,Weslaco,Home and lifestyle,40.0,2.0,2022-12-05,18:58:00,Cash,5.0,0.33,80.0,26.400000000000002,13.200000000000001,2022,12,0,5
6518,WALM087,Waxahachie,Fashion accessories,44.0,1.0,2020-11-14,19:10:00,Credit card,3.0,0.33,44.0,14.520000000000001,14.520000000000001,2020,11,5,14
6519,WALM032,Tyler,Home and lifestyle,80.0,1.0,2023-12-01,18:06:00,Credit card,4.0,0.48,80.0,38.4,38.4,2023,12,4,1
6520,WALM082,Weslaco,Fashion accessories,39.0,3.0,2020-12-02,16:04:00,Cash,7.0,0.33,117.0,38.61,12.87,2020,12,2,2
6521,WALM084,Schertz,Home and lifestyle,44.0,1.0,2022-11-04,18:12:00,Credit card,3.0,0.33,44.0,14.520000000000001,14.520000000000001,2022,11,4,4
6522,WALM074,Weslaco,Fashion accessories,74.0,3.0,2023-12-19,19:16:00,Cash,6.0,0.33,222.0,73.26,24.42,2023,12,1,19
6523,WALM050,Victoria,Home and lifestyle,16.0,2.0,2020-12-07,18:21:00,Ewallet,7.0,0.48,32.0,15.36,7.68,2020,12,0,7
6524,WALM003,San Antonio,Fashion accessories,34.0,3.0,2023-11-01,17:46:00,Credit card,5.0,0.48,102.0,48.96,16.32,2023,11,2,1
6525,WALM050,Victoria,Home and lifestyle,79.0,2.0,2023-12-10,18:36:00,Ewallet,7.0,0.48,158.0,75.84,37.92,2023,12,6,10
6526,WALM082,Weslaco,Fashion accessories,64.0,1.0,2022-11-02,19:05:00,Cash,7.0,0.33,64.0,21.12,21.12,2022,11,2,2
6527,WALM065,Texas City,Home and lifestyle,70.0,3.0,2020-11-26,19:51:00,Credit card,5.0,0.33,210.0,69.3,23.099999999999998,2020,11,3,26
6528,WALM073,Seguin,Fashion accessories,19.0,2.0,2021-12-26,16:39:00,Credit card,6.0,0.33,38.0,12.540000000000001,6.2700000000000005,2021,12,6,26
6529,WALM029,Round Rock,Home and lifestyle,70.0,2.0,2023-11-06,15:13:00,Credit card,4.0,0.48,140.0,67.2,33.6,2023,11,0,6
6530,WALM054,Sherman,Fashion accessories,58.0,3.0,2021-11-27,16:33:00,Credit card,4.0,0.21,174.0,36.54,12.18,2021,11,5,27
6531,WALM074,Weslaco,Home and lifestyle,63.0,1.0,2021-12-26,16:54:00,Cash,5.0,0.33,63.0,20.790000000000003,20.790000000000003,2021,12,6,26
6532,WALM069,Rockwall,Fashion accessories,25.0,3.0,2022-11-09,19:12:00,Credit card,4.0,0.33,75.0,24.75,8.25,2022,11,2,9
6533,WALM087,Waxahachie,Home and lifestyle,49.0,3.0,2020-12-12,17:19:00,Credit card,7.0,0.33,147.0,48.510000000000005,16.17,2020,12,5,12
6534,WALM046,Temple,Fashion accessories,36.0,1.0,2020-12-02,15:31:00,Credit card,6.0,0.48,36.0,17.28,17.28,2020,12,2,2
6535,WALM055,Waxahachie,Home and lifestyle,40.0,1.0,2022-12-28,18:41:00,Credit card,5.0,0.33,40.0,13.200000000000001,13.200000000000001,2022,12,2,28
6536,WALM029,Round Rock,Fashion accessories,15.0,3.0,2020-11-26,19:30:00,Credit card,7.0,0.48,45.0,21.599999999999998,7.199999999999999,2020,11,3,26
6537,WALM050,Victoria,Home and lifestyle,83.0,3.0,2021-12-31,15:20:00,Ewallet,5.0,0.48,249.0,119.52,39.839999999999996,2021,12,4,31
6538,WALM084,Schertz,Fashion accessories,82.0,2.0,2021-12-11,20:53:00,Credit card,5.0,0.33,164.0,54.120000000000005,27.060000000000002,2021,12,5,11
6539,WALM058,Port Arthur,Home and lifestyle,19.0,2.0,2021-11-27,15:16:00,Credit card,7.0,0.33,38.0,12.540000000000001,6.2700000000000005,2021,11,5,27
6540,WALM035,San Angelo,Fashion accessories,40.0,1.0,2021-11-01,16:48:00,Credit card,5.0,0.48,40.0,19.2,19.2,2021,11,0,1
6541,WALM025,Waco,Home and lifestyle,66.0,3.0,2023-11-27,19:15:00,Credit card,6.0,0.48,198.0,95.03999999999999,31.679999999999996,2023,11,0,27
6542,WALM069,Rockwall,Fashion accessories,51.0,2.0,2020-12-20,15:52:00,Credit card,5.0,0.33,102.0,33.660000000000004,16.830000000000002,2020,12,6,20
6543,WALM074,Weslaco,Home and lifestyle,76.0,2.0,2023-11-19,19:27:00,Cash,5.0,0.33,152.0,50.160000000000004,25.080000000000002,2023,11,6,19
6544,WALM030,Richardson,Fashion accessories,37.0,1.0,2021-11-19,19:32:00,Credit card,7.0,0.48,37.0,17.759999999999998,17.759999999999998,2021,11,4,19
6545,WALM009,Plano,Home and lifestyle,38.0,3.0,2023-12-15,18:42:00,Credit card,4.0,0.48,114.0,54.72,18.24,2023,12,4,15
6546,WALM074,Weslaco,Fashion accessories,30.0,2.0,2022-11-18,17:59:00,Cash,4.0,0.33,60.0,19.8,9.9,2022,11,4,18
6547,WALM032,Tyler,Home and lifestyle,65.0,3.0,2020-11-29,17:02:00,Credit card,4.0,0.48,195.0,93.6,31.2,2020,11,6,29
6548,WALM056,Rowlett,Fashion accessories,37.0,3.0,2021-12-04,17:19:00,Credit card,3.0,0.33,111.0,36.63,12.21,2021,12,5,4
6549,WALM025,Waco,Home and lifestyle,64.0,1.0,2021-11-05,16:47:00,Credit card,7.0,0.48,64.0,30.72,30.72,2021,11,4,5
6550,WALM038,Sugar Land,Fashion accessories,83.0,3.0,2023-12-15,20:13:00,Credit card,3.0,0.48,249.0,119.52,39.839999999999996,2023,12,4,15
6551,WALM035,San Angelo,Home and lifestyle,28.0,1.0,2021-11-11,15:17:00,Credit card,6.0,0.48,28.0,13.44,13.44,2021,11,3,11
6552,WALM056,Rowlett,Fashion accessories,81.0,1.0,2020-11-03,15:26:00,Credit card,7.0,0.33,81.0,26.73,26.73,2020,11,1,3
6553,WALM086,Rosenberg,Home and lifestyle,16.0,3.0,2021-12-13,17:03:00,Credit card,3.0,0.33,48.0,15.84,5.28,2021,12,0,13
6554,WALM050,Victoria,Fashion accessories,72.0,2.0,2022-12-06,20:14:00,Ewallet,6.0,0.48,144.0,69.12,34.56,2022,12,1,6
6555,WALM038,Sugar Land,Home and lifestyle,23.0,3.0,2023-12-06,18:55:00,Credit card,6.0,0.48,69.0,33.12,11.04,2023,12,2,6
6556,WALM003,San Antonio,Fashion accessories,39.0,1.0,2022-12-21,17:15:00,Credit card,3.0,0.48,39.0,18.72,18.72,2022,12,2,21
6557,WALM074,Weslaco,Home and lifestyle,66.0,3.0,2023-11-24,16:46:00,Cash,7.0,0.33,198.0,65.34,21.78,2023,11,4,24
6558,WALM035,San Angelo,Fashion accessories,71.0,1.0,2020-12-24,17:28:00,Credit card,3.0,0.48,71.0,34.08,34.08,2020,12,3,24
6559,WALM032,Tyler,Home and lifestyle,72.0,3.0,2021-12-19,17:18:00,Credit card,3.0,0.48,216.0,103.67999999999999,34.559999999999995,2021,12,6,19
6560,WALM065,Texas City,Fashion accessories,16.0,1.0,2021-12-23,16:32:00,Credit card,7.0,0.33,16.0,5.28,5.28,2021,12,3,23
6561,WALM087,Waxahachie,Home and lifestyle,41.0,3.0,2023-11-19,17:54:00,Credit card,5.0,0.33,123.0,40.59,13.530000000000001,2023,11,6,19
6562,WALM075,San Marcos,Fashion accessories,20.0,2.0,2020-12-07,20:52:00,Credit card,3.0,0.33,40.0,13.200000000000001,6.6000000000000005,2020,12,0,7
6563,WALM032,Tyler,Home and lifestyle,45.0,2.0,2023-11-02,20:10:00,Credit card,4.0,0.48,90.0,43.199999999999996,21.599999999999998,2023,11,3,2
6564,WALM084,Schertz,Fashion accessories,55.0,3.0,2022-12-19,16:09:00,Credit card,6.0,0.33,165.0,54.45,18.150000000000002,2022,12,0,19
6565,WALM086,Rosenberg,Home and lifestyle,23.0,3.0,2020-11-01,20:48:00,Credit card,4.0,0.33,69.0,22.77,7.59,2020,11,6,1
6566,WALM055,Waxahachie,Fashion accessories,67.0,3.0,2023-12-01,20:02:00,Credit card,3.0,0.33,201.0,66.33,22.11,2023,12,4,1
6567,WALM055,Waxahachie,Home and lifestyle,61.0,3.0,2023-11-08,17:19:00,Credit card,5.0,0.33,183.0,60.39,20.13,2023,11,2,8
6568,WALM032,Tyler,Fashion accessories,24.0,2.0,2021-12-25,16:52:00,Credit card,4.0,0.48,48.0,23.04,11.52,2021,12,5,25
6569,WALM032,Tyler,Home and lifestyle,58.0,1.0,2020-12-09,18:48:00,Credit card,5.0,0.48,58.0,27.84,27.84,2020,12,2,9
6570,WALM038,Sugar Land,Fashion accessories,84.0,3.0,2022-11-28,19:03:00,Credit card,7.0,0.48,252.0,120.96,40.32,2022,11,0,28
6571,WALM025,Waco,Home and lifestyle,82.0,1.0,2020-11-08,17:10:00,Credit card,4.0,0.48,82.0,39.36,39.36,2020,11,6,8
6572,WALM029,Round Rock,Fashion accessories,56.0,1.0,2020-12-03,16:18:00,Credit card,6.0,0.48,56.0,26.88,26.88,2020,12,3,3
6573,WALM058,Port Arthur,Home and lifestyle,20.0,1.0,2022-11-14,20:56:00,Credit card,3.0,0.33,20.0,6.6000000000000005,6.6000000000000005,2022,11,0,14
